Customer_ID,snapshot_date,loan_id,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,mob,installments_missed,first_missed_date,dpd
CUS_0x3ded,2024-01-01,CUS_0x3ded_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,6,30,204,136,235,142,102,155,100,44,97,-11,264,198,59,88,49,39,85,-33,9,0,,0
CUS_0x3dfe,2024-01-01,CUS_0x3dfe_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,120,36,117,133,47,181,-52,82,20,82,136,296,101,-98,177,213,149,157,38,211,7,0,,0
CUS_0x3e03,2024-01-01,CUS_0x3e03_2023_09_01,2023-09-01,10,4,10000.0,1000.0,1000.0,0.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,156,90,108,-30,193,-13,21,254,191,141,230,94,-98,62,201,289,192,71,149,128,4,0,,0
CUS_0x3e09,2024-01-01,CUS_0x3e09_2023_03_01,2023-03-01,10,10,10000.0,1000.0,0.0,7000.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,2,51,253,-10,184,-88,37,81,45,252,174,252,158,221,256,59,-21,5,193,139,10,7,2023-06-01,214
CUS_0x3e14,2024-01-01,CUS_0x3e14_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,192,119,88,245,83,74,82,85,209,170,273,132,157,148,-110,-45,-5,78,278,-25,9,0,,0
CUS_0x3e1a,2024-01-01,CUS_0x3e1a_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-9,-12,66,87,91,178,147,82,297,229,86,158,-166,182,255,-100,194,217,173,99,6,0,,0
CUS_0x3e1f,2024-01-01,CUS_0x3e1f_2023_06_01,2023-06-01,10,7,10000.0,1000.0,0.0,5000.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,191,67,229,246,94,288,72,211,98,45,255,144,122,250,-127,24,154,65,41,186,7,5,2023-08-01,153
CUS_0x3e32,2024-01-01,CUS_0x3e32_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,13,117,180,94,114,58,-201,233,249,41,6,171,-88,194,40,80,72,127,45,164,1,0,,0
CUS_0x3e34,2024-01-01,CUS_0x3e34_2023_08_01,2023-08-01,10,5,10000.0,1000.0,0.0,3000.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,2,120,39,-10,-17,85,50,90,116,205,90,27,141,318,161,120,31,238,52,19,5,3,2023-10-01,92
CUS_0x3e37,2024-01-01,CUS_0x3e37_2023_09_01,2023-09-01,10,4,10000.0,1000.0,1000.0,0.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,15,43,14,49,162,19,144,138,80,-121,125,85,169,184,44,198,153,189,219,280,4,0,,0
CUS_0x3e38,2024-01-01,CUS_0x3e38_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,44,99,206,115,145,56,72,242,152,149,138,22,72,-47,116,36,111,217,2,136,9,0,,0
CUS_0x3e40,2024-01-01,CUS_0x3e40_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,27,-93,-16,10,81,-45,171,200,54,206,-85,4,208,28,-30,2,11,198,62,25,1,0,,0
CUS_0x3e45,2024-01-01,CUS_0x3e45_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,163,208,200,7,-8,116,63,163,171,138,-157,121,48,297,26,233,202,-63,212,141,7,0,,0
CUS_0x3e4b,2024-01-01,CUS_0x3e4b_2023_09_01,2023-09-01,10,4,10000.0,1000.0,1000.0,0.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,124,160,-67,250,188,28,26,-50,246,-88,12,166,-66,-22,81,107,241,212,61,133,4,0,,0
CUS_0x3e5d,2024-01-01,CUS_0x3e5d_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-42,265,29,64,95,146,160,146,150,69,-56,224,183,220,100,-17,7,21,133,-39,6,0,,0
CUS_0x3e5e,2024-01-01,CUS_0x3e5e_2023_04_01,2023-04-01,10,9,10000.0,1000.0,0.0,5000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,168,155,89,75,133,42,26,-109,227,7,31,-5,152,299,211,55,249,234,-8,6,9,5,2023-08-01,153
CUS_0x3e62,2024-01-01,CUS_0x3e62_2023_04_01,2023-04-01,10,9,10000.0,1000.0,0.0,6000.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-20,171,268,3,367,13,214,189,100,314,82,5,295,30,81,205,109,8,192,143,9,6,2023-07-01,184
CUS_0x3e6b,2024-01-01,CUS_0x3e6b_2023_11_01,2023-11-01,10,2,10000.0,1000.0,1000.0,0.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,140,80,191,164,216,119,35,47,129,237,-2,28,176,45,247,-149,12,149,212,166,2,0,,0
CUS_0x3e75,2024-01-01,CUS_0x3e75_2023_08_01,2023-08-01,10,5,10000.0,1000.0,1000.0,0.0,5000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,237,58,177,128,50,179,218,-65,158,326,199,202,98,131,81,147,-71,16,11,29,5,0,,0
CUS_0x3e79,2024-01-01,CUS_0x3e79_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Debenedettim,30,578-88-1975,Mechanic,9956.1552734375,780.6795654296875,7,10,34,5,"Payday Loan, Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, and Mortgage Loan",26,20,29.299999237060547,110,Bad,4277.81982421875,31.588356018066406,8 Years and 4 Months,Yes,38.86248779296875,69.2281723022461,Low_spent_Small_value_payments,259.977294921875,241,246,130,19,113,124,134,-17,111,200,249,311,101,88,-55,138,184,-2,112,22,0,0,,0
CUS_0x3e7b,2024-01-01,CUS_0x3e7b_2023_04_01,2023-04-01,10,9,10000.0,1000.0,0.0,6000.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,105,275,89,-32,145,-26,-41,23,104,225,31,94,23,-38,74,64,244,194,9,136,9,6,2023-07-01,184
CUS_0x3e8c,2024-01-01,CUS_0x3e8c_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,75,12,-40,47,199,131,125,70,49,229,100,-20,171,51,244,88,193,238,-75,243,1,0,,0
CUS_0x3e9a,2024-01-01,CUS_0x3e9a_2023_03_01,2023-03-01,10,10,10000.0,1000.0,1000.0,0.0,0.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,315,58,134,93,113,251,-42,129,68,69,115,-85,306,148,202,29,148,244,29,248,10,0,,0
CUS_0x3ea1,2024-01-01,CUS_0x3ea1_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,56,-28,41,52,22,69,4,172,258,46,284,246,161,64,117,127,138,69,-20,66,6,0,,0
CUS_0x3eab,2024-01-01,CUS_0x3eab_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,104,-3,198,142,-24,93,37,-115,5,167,145,27,185,140,48,110,-28,171,-71,36,7,0,,0
CUS_0x3ebe,2024-01-01,CUS_0x3ebe_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,270,192,158,57,320,50,197,229,131,129,273,37,169,76,173,110,207,170,76,-63,7,0,,0
CUS_0x3ec1,2024-01-01,CUS_0x3ec1_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,278,291,-246,9,208,100,14,295,227,236,94,263,61,18,-111,119,117,15,37,19,1,0,,0
CUS_0x3ec6,2024-01-01,CUS_0x3ec6_2023_10_01,2023-10-01,10,3,10000.0,1000.0,1000.0,0.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,101,246,39,129,267,-14,29,116,-36,-26,90,48,215,249,116,-55,120,150,159,319,3,0,,0
CUS_0x3edc,2024-01-01,CUS_0x3edc_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,16,-86,131,75,207,156,-37,9,60,38,155,95,221,28,272,-79,-3,72,83,147,9,0,,0
CUS_0x3ee,2024-01-01,CUS_0x3ee_2023_12_01,2023-12-01,10,1,10000.0,1000.0,0.0,1000.0,10000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,80,-10,27,147,78,-32,325,120,50,84,364,207,289,89,70,109,-26,81,101,-74,1,1,2023-12-01,31
CUS_0x3ee8,2024-01-01,CUS_0x3ee8_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-16,222,109,18,-180,113,-65,198,118,81,52,177,112,12,174,-121,199,27,174,143,7,0,,0
CUS_0x3ee9,2024-01-01,CUS_0x3ee9_2023_11_01,2023-11-01,10,2,10000.0,1000.0,1000.0,0.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,137,164,166,45,95,263,191,118,52,175,242,218,96,-76,197,-94,32,167,0,-45,2,0,,0
CUS_0x3eeb,2024-01-01,CUS_0x3eeb_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Mattb,50,817-12-6781,_______,21755.7890625,1731.9825439453125,8,4,20,2,"Mortgage Loan, and Not Specified",8,23,9.300000190734863,30,Standard,604.9000244140625,32.7224006652832,30 Years and 6 Months,Yes,31.155357360839844,71.42810821533203,Low_spent_Large_value_payments,340.6147766113281,261,124,189,259,138,182,141,152,245,166,121,121,-79,51,161,70,83,3,84,-61,0,0,,0
CUS_0x3ef,2024-01-01,CUS_0x3ef_2023_11_01,2023-11-01,10,2,10000.0,1000.0,0.0,1000.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,42,46,-18,141,214,281,32,254,-50,85,230,69,61,189,148,-49,-23,55,43,145,2,1,2023-12-01,31
CUS_0x3f0,2024-01-01,CUS_0x3f0_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,153,-7,117,189,-113,138,122,260,221,-48,10,163,70,24,173,290,152,287,196,15,6,0,,0
CUS_0x3f04,2024-01-01,CUS_0x3f04_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-49,121,200,46,206,121,174,178,95,169,263,80,-9,180,41,132,126,237,187,58,9,0,,0
CUS_0x3f12,2024-01-01,CUS_0x3f12_2023_11_01,2023-11-01,10,2,10000.0,1000.0,1000.0,0.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,72,252,-137,65,121,24,-66,291,178,101,-7,67,41,278,83,25,75,-68,-50,-1,2,0,,0
CUS_0x3f18,2024-01-01,CUS_0x3f18_2023_05_01,2023-05-01,10,8,10000.0,1000.0,1000.0,0.0,2000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,85,-40,-63,119,207,14,-40,306,119,131,333,52,195,147,112,-19,-95,325,13,110,8,0,,0
CUS_0x3f2d,2024-01-01,CUS_0x3f2d_2023_03_01,2023-03-01,10,10,10000.0,1000.0,1000.0,0.0,0.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,135,125,263,184,92,142,217,112,173,68,90,143,-40,46,173,-16,28,182,55,240,10,0,,0
CUS_0x3f35,2024-01-01,CUS_0x3f35_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,114,225,241,202,319,243,83,2,13,150,44,52,96,122,-104,120,167,160,191,104,1,0,,0
CUS_0x3f38,2024-01-01,CUS_0x3f38_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Emily Flitterl,15,216-01-1461,Entrepreneur,31786.98046875,2944.9150390625,9,6,31,-100,"Student Loan, Personal Loan, Home Equity Loan, and Not Specified",27,14,18.450000762939453,90,Standard,2029.2099609375,31.987171173095703,7 Years and 11 Months,Yes,105.08699035644531,110.52069854736328,High_spent_Medium_value_payments,328.8838195800781,242,23,89,150,37,154,192,276,80,156,-1,99,228,106,86,130,87,212,118,274,0,0,,0
CUS_0x3f42,2024-01-01,CUS_0x3f42_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-18,64,17,-9,67,23,255,53,105,8,99,-70,33,35,162,140,-81,171,143,-52,9,0,,0
CUS_0x3f43,2024-01-01,CUS_0x3f43_2023_11_01,2023-11-01,10,2,10000.0,1000.0,1000.0,0.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,40,-67,194,92,99,190,-26,185,95,266,224,244,101,250,285,-10,246,-222,224,240,2,0,,0
CUS_0x3f51,2024-01-01,CUS_0x3f51_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,243,220,74,190,245,132,36,121,50,56,163,180,253,190,198,-217,326,238,-111,291,6,0,,0
CUS_0x3f6,2024-01-01,CUS_0x3f6_2023_05_01,2023-05-01,10,8,10000.0,1000.0,1000.0,0.0,2000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,88,171,-68,109,58,70,188,171,20,136,43,122,230,-38,113,32,113,-1,-77,10,8,0,,0
CUS_0x3f65,2024-01-01,CUS_0x3f65_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,117,36,75,4,-22,88,108,170,53,198,253,75,63,58,109,-57,206,37,33,192,9,0,,0
CUS_0x3f68,2024-01-01,CUS_0x3f68_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,154,24,148,137,54,174,-97,94,267,143,122,248,57,-145,-120,296,-6,-1,224,194,6,0,,0
CUS_0x3f7,2024-01-01,CUS_0x3f7_2023_03_01,2023-03-01,10,10,10000.0,1000.0,1000.0,0.0,0.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,46,139,73,90,86,245,150,118,94,236,-149,81,17,119,-142,189,-62,80,43,108,10,0,,0
CUS_0x3f71,2024-01-01,CUS_0x3f71_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Gopinathl,26,624-03-0844,_______,58048.8203125,4780.40185546875,3,3,1,2,"Personal Loan, and Student Loan",13,3,7.150000095367432,30,Good,1020.9400024414062,42.249725341796875,26 Years and 3 Months,NM,93.4778060913086,74.5023422241211,High_spent_Medium_value_payments,560.0599975585938,-147,91,75,164,153,150,109,142,186,33,96,268,189,-139,103,72,100,238,78,189,0,0,,0
CUS_0x3f7d,2024-01-01,CUS_0x3f7d_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Liana B.y,35,739-02-3276,_______,16676.720703125,1629.7266845703125,9,6,22,8,"Student Loan, Personal Loan, Personal Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, and Payday Loan",16,19,0.0,150,Bad,2255.570068359375,39.362518310546875,19 Years and 10 Months,Yes,110.53557586669922,81.98621368408203,High_spent_Small_value_payments,230.4508819580078,379,240,33,-5,89,82,-68,118,22,51,20,50,-44,105,132,177,57,153,154,111,0,0,,0
CUS_0x3f82,2024-01-01,CUS_0x3f82_2023_03_01,2023-03-01,10,10,10000.0,1000.0,0.0,8000.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,41,301,87,183,97,101,-55,206,105,184,-45,271,104,136,43,246,-71,354,45,19,10,8,2023-05-01,245
CUS_0x3f85,2024-01-01,CUS_0x3f85_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,79,-84,97,27,138,-11,149,59,-20,212,-50,124,67,212,61,290,-5,144,222,102,1,0,,0
CUS_0x3f87,2024-01-01,CUS_0x3f87_2023_03_01,2023-03-01,10,10,10000.0,1000.0,0.0,6000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,229,69,167,84,260,110,151,90,96,174,-42,266,126,120,-173,227,240,231,58,63,10,6,2023-07-01,184
CUS_0x3f9,2024-01-01,CUS_0x3f9_2023_05_01,2023-05-01,10,8,10000.0,1000.0,0.0,4000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,243,280,87,-93,185,-173,131,255,112,246,107,93,-23,22,-167,109,61,191,191,73,8,4,2023-09-01,122
CUS_0x3f97,2024-01-01,CUS_0x3f97_2023_07_01,2023-07-01,10,6,10000.0,1000.0,1000.0,0.0,4000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,33,57,107,44,203,174,271,256,135,-26,114,155,21,171,10,-18,200,72,67,115,6,0,,0
CUS_0x3faa,2024-01-01,CUS_0x3faa_2023_08_01,2023-08-01,10,5,10000.0,1000.0,0.0,3000.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,38,32,135,-119,115,18,226,246,267,125,147,211,26,409,148,75,-136,21,103,32,5,3,2023-10-01,92
CUS_0x3fb,2024-01-01,CUS_0x3fb_2023_09_01,2023-09-01,10,4,10000.0,1000.0,1000.0,0.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,95,6,189,-51,102,19,69,261,89,173,155,215,8,22,40,-7,-53,255,211,117,4,0,,0
CUS_0x3fb4,2024-01-01,CUS_0x3fb4_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Sassarda,33,#F%$D@*&8,Mechanic,73871.3203125,5985.943359375,5,7,10,0,,20,19,4.010000228881836,40,Standard,217.57000732421875,30.22947120666504,15 Years and 8 Months,No,0.0,564.4773559570312,Low_spent_Medium_value_payments,314.1169738769531,117,221,103,-74,101,63,3,-85,232,157,124,40,97,178,120,26,134,306,319,85,0,0,,0
CUS_0x3fbf,2024-01-01,CUS_0x3fbf_2023_06_01,2023-06-01,10,7,10000.0,1000.0,1000.0,0.0,3000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,65,-99,84,-66,151,296,104,40,109,208,-54,256,-8,76,42,216,173,82,213,137,7,0,,0
CUS_0x3fc2,2024-01-01,CUS_0x3fc2_2023_08_01,2023-08-01,10,5,10000.0,1000.0,1000.0,0.0,5000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-8,85,305,167,155,96,57,55,20,120,-158,162,194,224,94,187,-2,93,207,121,5,0,,0
CUS_0x3fc5,2024-01-01,CUS_0x3fc5_2023_03_01,2023-03-01,10,10,10000.0,1000.0,0.0,6000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,248,122,148,43,115,123,-9,-32,119,22,122,137,45,152,182,120,-5,95,-105,8,10,6,2023-07-01,184
CUS_0x3fcb,2024-01-01,CUS_0x3fcb_2023_08_01,2023-08-01,10,5,10000.0,1000.0,1000.0,0.0,5000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,38,5,149,78,111,-53,134,173,218,105,145,41,259,-19,121,72,232,-2,29,-37,5,0,,0
CUS_0x3fce,2024-01-01,CUS_0x3fce_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,90,181,58,44,35,110,-1,40,345,161,329,132,117,131,-43,102,2,181,12,249,1,0,,0
CUS_0x3fcf,2024-01-01,CUS_0x3fcf_2023_11_01,2023-11-01,10,2,10000.0,1000.0,1000.0,0.0,8000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-69,209,171,50,57,122,225,-46,105,46,156,227,-29,75,188,283,219,44,205,160,2,0,,0
CUS_0x3fe8,2024-01-01,CUS_0x3fe8_2023_08_01,2023-08-01,10,5,10000.0,1000.0,0.0,4000.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,123,226,271,163,204,207,272,-70,97,74,49,167,124,-95,73,233,210,138,150,-31,5,4,2023-09-01,122
CUS_0x3fef,2024-01-01,CUS_0x3fef_2023_04_01,2023-04-01,10,9,10000.0,1000.0,1000.0,0.0,1000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,57,151,222,57,117,58,195,110,67,67,-52,43,-21,13,419,92,66,-15,-14,-99,9,0,,0
CUS_0x3ff7,2024-01-01,CUS_0x3ff7_2023_04_01,2023-04-01,10,9,10000.0,1000.0,0.0,5000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,90,155,-18,97,232,-30,39,47,-106,186,126,-36,142,47,-91,82,261,228,167,201,9,5,2023-08-01,153
CUS_0x3ff9,2024-01-01,CUS_0x3ff9_2023_12_01,2023-12-01,10,1,10000.0,1000.0,1000.0,0.0,9000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,191,202,46,72,201,134,95,106,141,42,143,97,24,131,341,295,151,147,91,14,1,0,,0
CUS_0x4004,2024-01-01,CUS_0x4004_2023_10_01,2023-10-01,10,3,10000.0,1000.0,1000.0,0.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,273,101,214,126,90,126,-12,70,346,124,105,212,58,245,145,-124,42,289,-72,178,3,0,,0
CUS_0x400a,2024-01-01,CUS_0x400a_2024_01_01,2024-01-01,10,0,10000.0,0.0,0.0,0.0,10000.0,Dhanyaf,28,042-99-0678,Media_Manager,112671.2734375,9454.2724609375,2,4,12,0,,6,6,7.579999923706055,80,Good,1221.9100341796875,43.15538787841797,27 Years and 9 Months,No,16050.0,201.17308044433594,High_spent_Large_value_payments,984.254150390625,126,152,18,-49,170,-145,174,67,177,98,3,55,-102,109,43,34,49,60,9,281,0,0,,0
CUS_0x4017,2024-01-01,CUS_0x4017_2023_07_01,2023-07-01,10,6,10000.0,1000.0,0.0,2000.0,6000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,321,139,27,131,85,167,12,34,32,69,119,143,-55,114,103,124,135,152,208,78,6,2,2023-11-01,61
CUS_0x4032,2024-01-01,CUS_0x4032_2023_03_01,2023-03-01,10,10,10000.0,1000.0,0.0,7000.0,7000.0,,0,,,0.0,0.0,0,0,0,0,,0,0,0.0,0,,0.0,0.0,,,0.0,0.0,,0.0,-24,113,-1,118,272,222,116,215,284,54,26,6,53,81,164,129,110,-38,55,223,10,7,2023-06-01,214
